,date,country,state,county,fips,lat,long,locationId,actuals.cases,actuals.deaths,actuals.positiveTests,actuals.negativeTests,actuals.contactTracers,actuals.hospitalBeds.capacity,actuals.hospitalBeds.currentUsageTotal,actuals.hospitalBeds.currentUsageCovid,unused1,actuals.icuBeds.capacity,actuals.icuBeds.currentUsageTotal,actuals.icuBeds.currentUsageCovid,unused2,actuals.newCases,actuals.vaccinesDistributed,actuals.vaccinationsInitiated,actuals.vaccinationsCompleted,metrics.testPositivityRatio,metrics.testPositivityRatioDetails,metrics.caseDensity,metrics.contactTracerCapacityRatio,metrics.infectionRate,metrics.infectionRateCI90,unused3,unused4,metrics.icuCapacityRatio,riskLevels.overall,metrics.vaccinationsInitiatedRatio,metrics.vaccinationsCompletedRatio,actuals.newDeaths,actuals.vaccinesAdministered,riskLevels.caseDensity,cdcTransmissionLevel,metrics.meanNewCases,metrics.meanIcuCapacityRatio,metrics.meanTestPositivityRatio
307,2020-11-23,US,,,0,,,iso1:us,12492852.0,257639.0,15070039.0,176348176.0,62396.0,767491.0,535799.0,93995.0,,87670.0,64105.0,20176.0,,179623.0,,,,0.1,,52.3,0.07,1.05,0.1,,,0.73,3,,,1038.0,,3,3,173232.57142857142,0.7414285714285714,0.10342857142857143
308,2020-11-24,US,,,0,,,iso1:us,12670710.0,259848.0,15264577.0,178119764.0,62396.0,771058.0,554472.0,96666.0,,88127.0,66349.0,20572.0,,177858.0,,,,0.099,,53.0,0.07,1.05,0.1,,,0.75,3,,,2209.0,,3,3,175550.7142857143,0.7428571428571429,0.10228571428571429
309,2020-11-25,US,,,0,,,iso1:us,12851300.0,262161.0,15483626.0,180119203.0,62396.0,811692.0,584453.0,97897.0,,88210.0,66061.0,20831.0,,180590.0,,,,0.099,,53.3,0.07,1.05,0.1,,,0.75,3,,,2313.0,,3,3,176737.85714285713,0.7428571428571429,0.1012857142857143
310,2020-11-26,US,,,0,,,iso1:us,12954294.0,263339.0,15643336.0,181461320.0,62396.0,809068.0,554912.0,96788.0,,87831.0,64506.0,21025.0,,102994.0,,,,0.099,,49.7,0.08,1.06,0.1,,,0.73,3,,,1178.0,,3,3,164664.42857142858,0.74,0.10042857142857144
311,2020-11-27,US,,,0,,,iso1:us,13160133.0,264751.0,15814017.0,182797623.0,62396.0,803879.0,539940.0,97754.0,,87498.0,63156.0,21327.0,,205839.0,,,,0.101,,50.0,0.08,1.06,0.1,,,0.72,3,,,1412.0,,3,3,165661.57142857142,0.7357142857142858,0.10014285714285716
312,2020-11-28,US,,,0,,,iso1:us,13311541.0,265943.0,15969795.0,183985746.0,62396.0,803538.0,541666.0,99986.0,,88125.0,63629.0,21483.0,,151408.0,,,,0.104,,49.1,0.08,1.06,0.1,,,0.72,3,,,1192.0,,3,3,162729.42857142858,0.7328571428571429,0.10042857142857142
313,2020-11-29,US,,,0,,,iso1:us,13447663.0,266761.0,16114962.0,184988430.0,62396.0,802853.0,547091.0,102394.0,,87634.0,63862.0,21919.0,,136122.0,,,,0.107,,48.9,0.08,1.07,0.1,,,0.73,3,,,818.0,,3,3,162062.0,0.7328571428571429,0.10128571428571428
314,2020-11-30,US,,,0,,,iso1:us,13615321.0,268031.0,16296206.0,186267863.0,62396.0,763518.0,529681.0,104413.0,,87803.0,64668.0,22498.0,,167658.0,,,,0.11,,48.4,0.08,1.07,0.1,,,0.74,3,,,1270.0,,3,3,160352.7142857143,0.7342857142857142,0.10271428571428572
315,2020-12-01,US,,,0,,,iso1:us,13799549.0,270639.0,16514931.0,187887206.0,62396.0,769201.0,558947.0,106894.0,,88281.0,67136.0,22867.0,,184228.0,,,,0.113,,48.6,0.08,1.07,0.1,,,0.76,3,,,2608.0,,3,3,161262.7142857143,0.7357142857142857,0.10471428571428573
316,2020-12-02,US,,,0,,,iso1:us,14000721.0,273525.0,16766645.0,189728149.0,62396.0,813155.0,601508.0,108551.0,,88448.0,67666.0,22961.0,,201172.0,,,,0.118,,49.5,0.08,1.07,0.1,,,0.77,3,,,2886.0,,3,3,164203.0,0.7385714285714285,0.10742857142857143
317,2020-12-03,US,,,0,,,iso1:us,14218459.0,276381.0,17023975.0,191612497.0,62396.0,815778.0,604332.0,108096.0,,88615.0,68116.0,23042.0,,217738.0,,,,0.12,,54.5,0.07,1.07,0.1,,,0.77,3,,,2856.0,,3,3,180595.0,0.7442857142857143,0.11042857142857142
318,2020-12-04,US,,,0,,,iso1:us,14449827.0,279018.0,17269867.0,193478970.0,67410.0,815783.0,601215.0,108022.0,,88857.0,68069.0,23122.0,,231368.0,,,,0.12,,55.6,0.07,1.07,0.1,,,0.77,3,,,2637.0,,3,3,184242.0,0.7514285714285714,0.11314285714285714
319,2020-12-05,US,,,0,,,iso1:us,14655535.0,281208.0,17466982.0,194968770.0,67410.0,810714.0,583907.0,107251.0,,88468.0,67297.0,23171.0,,205708.0,,,,0.12,,57.9,0.07,1.07,0.1,,,0.76,3,,,2190.0,,3,3,191999.14285714287,0.7571428571428571,0.11542857142857144
320,2020-12-06,US,,,0,,,iso1:us,14827456.0,282319.0,17630266.0,196094982.0,67410.0,807110.0,569844.0,108638.0,,88231.0,66194.0,23434.0,,171921.0,,,,0.12,,59.5,0.07,1.07,0.1,,,0.75,3,,,1111.0,,3,3,197113.2857142857,0.76,0.11728571428571428
321,2020-12-07,US,,,0,,,iso1:us,15031979.0,283853.0,17815311.0,197445757.0,67410.0,765402.0,544599.0,110147.0,,88190.0,66488.0,23892.0,,204523.0,,,,0.12,,61.1,0.07,1.06,0.1,,,0.75,3,,,1534.0,,3,3,202379.7142857143,0.7614285714285715,0.1187142857142857
322,2020-12-08,US,,,0,,,iso1:us,15251693.0,286674.0,18034072.0,199136925.0,67410.0,769419.0,565465.0,112385.0,,88826.0,68632.0,24196.0,,219714.0,,,,0.119,,62.6,0.06,1.05,0.1,,,0.77,3,,,2821.0,,3,3,207449.14285714287,0.762857142857143,0.11957142857142856
323,2020-12-09,US,,,0,,,iso1:us,15471409.0,289830.0,18280344.0,201009566.0,67410.0,814607.0,607768.0,114836.0,,88636.0,69204.0,24611.0,,219716.0,,,,0.118,,63.4,0.06,1.05,0.1,,,0.78,3,,,3156.0,,3,3,210098.2857142857,0.7642857142857142,0.11957142857142856
324,2020-12-10,US,,,0,,,iso1:us,15696634.0,292771.0,18531344.0,202935052.0,67410.0,816430.0,608950.0,115711.0,,88821.0,69440.0,24635.0,,225225.0,,,,0.117,,63.7,0.06,1.04,0.1,,,0.78,3,,,2941.0,,3,3,211167.85714285713,0.7657142857142858,0.11914285714285715
325,2020-12-11,US,,,0,,,iso1:us,15977147.0,295726.0,18766555.0,204751091.0,67410.0,815700.0,604030.0,115853.0,,89074.0,69358.0,24745.0,,280513.0,,,,0.117,,65.8,0.06,1.03,0.1,,,0.78,3,,,2955.0,,3,3,218188.57142857142,0.7671428571428571,0.1187142857142857
326,2020-12-12,US,,,0,,,iso1:us,16184679.0,297981.0,18973595.0,206260762.0,67410.0,812659.0,587274.0,115374.0,,88838.0,68502.0,24632.0,,207532.0,,,,0.118,,65.9,0.06,1.02,0.1,,,0.77,3,,,2255.0,,3,3,218449.14285714287,0.7685714285714286,0.11842857142857144
327,2020-12-13,US,,,0,,,iso1:us,16368898.0,299338.0,19138458.0,207341210.0,67410.0,808686.0,574519.0,117716.0,,88496.0,67122.0,25072.0,,184219.0,,,,0.118,,66.4,0.06,1.01,0.1,,,0.76,3,,,1357.0,,3,3,220206.0,0.7700000000000001,0.11814285714285715
328,2020-12-14,US,,,0,,,iso1:us,16569783.0,301016.0,19327635.0,208641504.0,67410.0,766345.0,545453.0,118776.0,,88398.0,67463.0,25558.0,,200885.0,,14672.0,1437.0,0.119,,66.3,0.06,1.0,0.1,,,0.76,3,0.0,0.0,1678.0,,3,3,219686.2857142857,0.7714285714285715,0.11800000000000001
329,2020-12-15,US,,,0,,,iso1:us,16772936.0,304041.0,19562759.0,210345439.0,67410.0,769990.0,570017.0,120536.0,,88929.0,69316.0,25810.0,,203153.0,,60635.0,1474.0,0.12,,65.6,0.06,0.99,0.1,,,0.78,3,0.0,0.0,3025.0,,3,3,217320.42857142858,0.7728571428571429,0.11814285714285715
330,2020-12-16,US,,,0,,,iso1:us,17017763.0,307652.0,19800035.0,212179563.0,67410.0,818437.0,608731.0,122454.0,,89414.0,69653.0,25971.0,,244827.0,,212962.0,1685.0,0.12,,66.6,0.06,0.99,0.1,,,0.78,3,0.001,0.0,3611.0,,3,3,220907.7142857143,0.7728571428571429,0.11842857142857144
331,2020-12-17,US,,,0,,,iso1:us,17255472.0,310950.0,20041179.0,213984874.0,67410.0,819487.0,606962.0,123204.0,,89565.0,69683.0,25892.0,,237709.0,,473678.0,2203.0,0.12,,67.2,0.06,0.98,0.1,,,0.78,3,0.001,0.0,3298.0,,3,3,222691.14285714287,0.7728571428571429,0.11885714285714286
332,2020-12-18,US,,,0,,,iso1:us,17506662.0,313820.0,20279446.0,215762067.0,67410.0,819505.0,605001.0,121335.0,,89509.0,69412.0,25948.0,,251190.0,,876137.0,2812.0,0.121,,65.9,0.06,0.98,0.1,,,0.78,3,0.003,0.0,2870.0,,3,3,218502.14285714287,0.7728571428571429,0.11942857142857143
333,2020-12-19,US,,,0,,,iso1:us,17700567.0,316381.0,20474345.0,217272857.0,67410.0,816146.0,585784.0,120280.0,,89574.0,68421.0,25803.0,,193905.0,,1051960.0,3539.0,0.12,,65.3,0.06,0.98,0.1,,,0.76,3,0.003,0.0,2561.0,,3,3,216555.42857142858,0.7714285714285715,0.1197142857142857
334,2020-12-20,US,,,0,,,iso1:us,17880478.0,317810.0,20633747.0,218385377.0,67410.0,812728.0,571078.0,121775.0,,89293.0,67226.0,26055.0,,179911.0,,1152967.0,4080.0,0.119,,65.1,0.06,0.98,0.1,,,0.75,3,0.003,0.0,1429.0,,3,3,215940.0,0.7699999999999999,0.11985714285714286
335,2020-12-21,US,,,0,,,iso1:us,18081996.0,319773.0,20824641.0,219717779.0,67410.0,767226.0,540892.0,123133.0,,89370.0,67522.0,26429.0,,201518.0,,1522462.0,4922.0,0.119,,65.2,0.06,0.98,0.1,,,0.76,3,0.005,0.0,1963.0,,3,3,216030.42857142858,0.7699999999999999,0.11985714285714286
336,2020-12-22,US,,,0,,,iso1:us,18283633.0,323012.0,21052372.0,221471518.0,67410.0,775907.0,562356.0,127283.0,,89636.0,69245.0,26728.0,,201637.0,,1958731.0,7014.0,0.118,,65.1,0.06,0.99,0.1,,,0.77,3,0.006,0.0,3239.0,,3,3,215813.85714285713,0.7685714285714286,0.11957142857142856
337,2020-12-23,US,,,0,,,iso1:us,18511396.0,326424.0,21307942.0,223488357.0,67410.0,817486.0,589855.0,127763.0,,89470.0,68837.0,26926.0,,227763.0,,2510961.0,8682.0,0.118,,64.4,0.06,0.99,0.1,,,0.77,3,0.008,0.0,3412.0,,3,3,213376.14285714287,0.7671428571428571,0.11928571428571429
338,2020-12-24,US,,,0,,,iso1:us,18704907.0,329248.0,21529428.0,225152177.0,67410.0,808623.0,562933.0,125452.0,,89504.0,67744.0,26712.0,,193511.0,,2698462.0,9550.0,0.118,,62.5,0.07,1.0,0.1,,,0.76,3,0.008,0.0,2824.0,,3,3,207062.14285714287,0.7642857142857143,0.119
339,2020-12-25,US,,,0,,,iso1:us,18805838.0,330377.0,21672548.0,226081875.0,67410.0,803214.0,520961.0,121579.0,,89008.0,65565.0,26557.0,,100931.0,,2710413.0,9602.0,0.119,,56.0,0.07,1.01,0.1,,,0.74,3,0.008,0.0,1129.0,,3,3,185596.57142857142,0.7585714285714286,0.1187142857142857
340,2020-12-26,US,,,0,,,iso1:us,19022699.0,332023.0,21814533.0,226928757.0,67410.0,803039.0,521822.0,123774.0,,89256.0,65571.0,26732.0,,216861.0,,2845540.0,9962.0,0.122,,57.0,0.07,1.02,0.1,,,0.73,3,0.009,0.0,1646.0,,3,3,188876.0,0.7542857142857143,0.119
341,2020-12-27,US,,,0,,,iso1:us,19174788.0,333253.0,21962756.0,227722561.0,67410.0,803979.0,539297.0,128343.0,,89138.0,66342.0,27061.0,,152089.0,,2936295.0,10339.0,0.125,,55.8,0.07,1.03,0.1,,,0.74,3,0.009,0.0,1230.0,,3,3,184901.42857142858,0.7528571428571429,0.11985714285714286
342,2020-12-28,US,,,0,,,iso1:us,19363798.0,335152.0,22162175.0,228809963.0,67410.0,758631.0,525230.0,129748.0,,89000.0,67226.0,27518.0,,189010.0,,3494966.0,12669.0,0.128,,55.2,0.07,1.04,0.1,,,0.76,3,0.011,0.0,1899.0,,3,3,183114.57142857142,0.7528571428571429,0.12114285714285714
343,2020-12-29,US,,,0,,,iso1:us,19564828.0,338780.0,22434919.0,230396399.0,67410.0,765100.0,554213.0,131661.0,,89409.0,69512.0,27778.0,,201030.0,,4175439.0,15705.0,0.134,,55.2,0.07,1.04,0.1,,,0.78,3,0.013,0.0,3628.0,,3,3,183027.85714285713,0.7542857142857143,0.12342857142857143
344,2020-12-30,US,,,0,,,iso1:us,19793777.0,342588.0,22741441.0,232269847.0,67410.0,816775.0,599072.0,133219.0,,89705.0,70013.0,27694.0,,228949.0,,4972343.0,21226.0,0.14,,55.3,0.07,1.05,0.1,,,0.78,3,0.015,0.0,3808.0,,3,3,183197.2857142857,0.7557142857142857,0.12657142857142858
345,2020-12-31,US,,,0,,,iso1:us,20024801.0,346050.0,23025536.0,233902329.0,67410.0,814403.0,593288.0,132158.0,,89684.0,69710.0,27746.0,,231024.0,,5372925.0,23259.0,0.146,,56.9,0.07,1.05,0.1,,,0.78,3,0.016,0.0,3462.0,,3,3,188556.2857142857,0.7585714285714286,0.13057142857142856
346,2021-01-01,US,,,0,,,iso1:us,20172049.0,347970.0,23220171.0,234958011.0,67410.0,810860.0,567886.0,129901.0,,89360.0,68499.0,27469.0,,147248.0,,5416535.0,24875.0,0.148,,58.9,0.07,1.05,0.1,,,0.77,3,0.016,0.0,1920.0,,3,3,195173.0,0.762857142857143,0.1347142857142857
347,2021-01-02,US,,,0,,,iso1:us,20463659.0,350343.0,23394083.0,235898304.0,67410.0,809583.0,558821.0,131304.0,,89617.0,67522.0,27612.0,,291610.0,,5658617.0,27101.0,0.15,,62.1,0.07,1.05,0.1,,,0.75,3,0.017,0.0,2373.0,,3,3,205851.42857142858,0.7657142857142858,0.1387142857142857
348,2021-01-03,US,,,0,,,iso1:us,20665439.0,351694.0,23562365.0,236776952.0,67410.0,808283.0,563811.0,134840.0,,89679.0,68195.0,28005.0,,201780.0,,5781788.0,29203.0,0.15,,64.2,0.06,1.05,0.1,,,0.76,3,0.017,0.0,1351.0,,3,3,212950.14285714287,0.7685714285714286,0.1422857142857143
349,2021-01-04,US,,,0,,,iso1:us,20917269.0,353743.0,23779121.0,237963443.0,67410.0,762125.0,544130.0,136520.0,,89931.0,69469.0,28265.0,,251830.0,,6354059.0,71246.0,0.15,,66.9,0.06,1.04,0.1,,,0.77,3,0.019,0.0,2049.0,,3,3,221924.42857142858,0.7699999999999999,0.14542857142857143
350,2021-01-05,US,,,0,,,iso1:us,21152285.0,357432.0,24056589.0,239652389.0,67410.0,766445.0,567747.0,138586.0,,90393.0,71353.0,28527.0,,235016.0,,7046627.0,153526.0,0.149,,68.4,0.06,1.03,0.1,,,0.79,3,0.021,0.0,3689.0,,3,3,226779.57142857142,0.7714285714285714,0.14757142857142855
351,2021-01-06,US,,,0,,,iso1:us,21408251.0,361396.0,24366714.0,241671727.0,67410.0,818822.0,614641.0,139781.0,,90780.0,72034.0,28607.0,,255966.0,,7846898.0,319393.0,0.147,,69.6,0.06,1.02,0.1,,,0.79,3,0.024,0.001,3964.0,,3,3,230639.14285714287,0.7728571428571429,0.14857142857142858
352,2021-01-07,US,,,0,,,iso1:us,21688585.0,365509.0,24664549.0,243626675.0,67410.0,818738.0,614880.0,138645.0,,91688.0,72485.0,28491.0,,280334.0,,8678843.0,588155.0,0.144,,71.7,0.06,1.01,0.1,,,0.79,3,0.026,0.002,4113.0,,3,3,237683.42857142858,0.7742857142857142,0.1482857142857143
353,2021-01-08,US,,,0,,,iso1:us,21989362.0,369404.0,24935159.0,245499668.0,67410.0,813158.0,607757.0,137174.0,,91133.0,71792.0,28365.0,,300777.0,,9490483.0,938514.0,0.14,,78.3,0.05,0.99,0.1,,,0.79,5,0.029,0.003,3895.0,,5,3,259616.14285714287,0.777142857142857,0.14714285714285716
354,2021-01-09,US,,,0,,,iso1:us,22241281.0,372663.0,25152535.0,246994676.0,67410.0,810957.0,593816.0,135806.0,,90873.0,71066.0,28187.0,,251919.0,,9846773.0,1062227.0,0.137,,76.6,0.05,0.98,0.1,,,0.78,5,0.03,0.003,3259.0,,5,3,253946.0,0.7814285714285714,0.14528571428571427
355,2021-01-10,US,,,0,,,iso1:us,22449576.0,374440.0,25315891.0,247996835.0,67410.0,808538.0,581206.0,136086.0,,90907.0,69910.0,28370.0,,208295.0,,10013662.0,1129144.0,0.135,,76.9,0.05,0.96,0.1,,,0.77,5,0.03,0.003,1777.0,,5,3,254876.7142857143,0.7828571428571429,0.14314285714285716
356,2021-01-11,US,,,0,,,iso1:us,22675892.0,376488.0,25513275.0,249324462.0,67410.0,760954.0,551488.0,135979.0,,90571.0,70208.0,28739.0,,226316.0,,10706629.0,1442099.0,0.132,,75.8,0.05,0.95,0.1,,,0.78,5,0.032,0.004,2048.0,,5,3,251231.85714285713,0.7842857142857144,0.1405714285714286
357,2021-01-12,US,,,0,,,iso1:us,22905869.0,380894.0,25745719.0,251122629.0,67410.0,763473.0,568832.0,135676.0,,91315.0,71875.0,28891.0,,229977.0,,11582379.0,1746920.0,0.128,,75.6,0.05,0.93,0.1,,,0.79,5,0.035,0.005,4406.0,,5,3,250512.0,0.7842857142857144,0.1375714285714286
358,2021-01-13,US,,,0,,,iso1:us,23135194.0,384824.0,25976468.0,253002603.0,67410.0,815788.0,613784.0,135992.0,,91460.0,72123.0,28734.0,,229325.0,,12575763.0,2009717.0,0.124,,74.4,0.05,0.92,0.1,,,0.79,3,0.038,0.006,3930.0,,3,3,246706.14285714287,0.7842857142857144,0.13428571428571429
359,2021-01-14,US,,,0,,,iso1:us,23374716.0,388804.0,26205563.0,254855598.0,67410.0,814972.0,612722.0,142315.0,,91856.0,72264.0,28527.0,,239522.0,,13694829.0,2138419.0,0.121,,72.7,0.06,0.91,0.1,,,0.79,3,0.041,0.006,3980.0,,3,3,240875.85714285713,0.7842857142857144,0.131
360,2021-01-15,US,,,0,,,iso1:us,23614569.0,392553.0,26426877.0,256676336.0,67410.0,814528.0,610662.0,132901.0,,91635.0,72052.0,28421.0,,239853.0,,14776212.0,2251703.0,0.118,,70.0,0.06,0.9,0.1,,,0.79,3,0.045,0.007,3749.0,,3,3,232172.42857142858,0.7842857142857144,0.12785714285714286
361,2021-01-16,US,,,0,,,iso1:us,23816762.0,395894.0,26603686.0,258091437.0,67410.0,811913.0,594147.0,130147.0,,91466.0,71153.0,28119.0,,202193.0,,15329193.0,2319398.0,0.116,,67.9,0.06,0.89,0.1,,,0.78,3,0.046,0.007,3341.0,,3,3,225068.7142857143,0.7842857142857144,0.12485714285714286
362,2021-01-17,US,,,0,,,iso1:us,23986856.0,397624.0,26735196.0,259032817.0,67410.0,807528.0,581258.0,129561.0,,91171.0,69806.0,27890.0,,170094.0,,15579353.0,2358724.0,0.114,,66.3,0.06,0.88,0.1,,,0.77,3,0.047,0.007,1730.0,,3,3,219611.42857142858,0.7842857142857144,0.12185714285714286
363,2021-01-18,US,,,0,,,iso1:us,24127989.0,399065.0,26881548.0,260178340.0,67410.0,758796.0,547032.0,128650.0,,91058.0,69806.0,27830.0,,141133.0,,16193187.0,2572530.0,0.112,,62.6,0.06,0.88,0.1,,,0.77,3,0.049,0.008,1441.0,,3,3,207442.42857142858,0.7828571428571429,0.119
364,2021-01-19,US,,,0,,,iso1:us,24314933.0,401836.0,27064370.0,261805975.0,67410.0,763181.0,565621.0,127891.0,,91119.0,71087.0,27583.0,,186944.0,,17134617.0,2906777.0,0.11,,60.7,0.07,0.87,0.1,,,0.78,3,0.052,0.009,2771.0,,3,3,201294.85714285713,0.7814285714285715,0.11642857142857142
365,2021-01-20,US,,,0,,,iso1:us,24500421.0,406216.0,27265357.0,263739457.0,67410.0,814812.0,611594.0,126488.0,,91412.0,71649.0,27003.0,,185488.0,,18270871.0,3306250.0,0.107,,58.8,0.07,0.87,0.1,,,0.78,3,0.055,0.01,4380.0,,3,3,195032.42857142858,0.7800000000000001,0.11399999999999999
366,2021-01-21,US,,,0,,,iso1:us,24690903.0,410351.0,27457452.0,265605749.0,67410.0,813741.0,610986.0,123033.0,,91251.0,71457.0,26516.0,,190482.0,,19566271.0,3562782.0,0.104,,56.7,0.07,0.87,0.1,,,0.78,3,0.059,0.011,4135.0,,3,3,188026.7142857143,0.7785714285714286,0.11157142857142856
367,2021-01-22,US,,,0,,,iso1:us,24882468.0,414082.0,27633928.0,267357799.0,67410.0,812950.0,609338.0,120896.0,,91368.0,71581.0,26005.0,,191565.0,,20918497.0,3759904.0,0.102,,54.6,0.07,0.87,0.1,,,0.78,3,0.063,0.011,3731.0,,3,3,181128.42857142858,0.7771428571428572,0.10928571428571429
368,2021-01-23,US,,,0,,,iso1:us,25050385.0,417404.0,27784415.0,268755639.0,67410.0,809366.0,592170.0,116824.0,,91041.0,70274.0,25363.0,,167917.0,,21644131.0,3901492.0,0.1,,53.2,0.08,0.86,0.1,,,0.77,3,0.065,0.012,3322.0,,3,3,176231.85714285713,0.7757142857142858,0.107
369,2021-01-24,US,,,0,,,iso1:us,25180061.0,419219.0,27895818.0,269648879.0,67410.0,807056.0,579926.0,115808.0,,90544.0,68443.0,25120.0,,129676.0,,21937190.0,3983696.0,0.099,,51.4,0.08,0.86,0.1,,,0.76,3,0.066,0.012,1815.0,,3,3,170457.85714285713,0.7742857142857142,0.10485714285714286
370,2021-01-25,US,,,0,,,iso1:us,25336637.0,421126.0,28022672.0,270758507.0,67410.0,758681.0,546946.0,113938.0,,90630.0,68574.0,25001.0,,156576.0,,22767082.0,4441022.0,0.097,,52.1,0.08,0.86,0.1,,,0.76,3,0.069,0.013,1907.0,,3,3,172664.0,0.7728571428571429,0.10271428571428572
371,2021-01-26,US,,,0,,,iso1:us,25487275.0,425224.0,28175912.0,272391520.0,67410.0,762419.0,566363.0,112890.0,,91095.0,70512.0,24896.0,,150638.0,,23802611.0,4987319.0,0.095,,50.5,0.08,0.86,0.1,,,0.77,3,0.072,0.015,4098.0,,3,3,167477.42857142858,0.7714285714285715,0.10057142857142858
372,2021-01-27,US,,,0,,,iso1:us,25643045.0,429326.0,28343486.0,274292628.0,67410.0,814939.0,611740.0,111329.0,,91123.0,70760.0,24359.0,,155770.0,,25021150.0,5599491.0,0.093,,49.2,0.08,0.86,0.1,,,0.78,3,0.075,0.017,4102.0,,3,3,163232.0,0.7714285714285714,0.09857142857142857
373,2021-01-28,US,,,0,,,iso1:us,25809220.0,433194.0,28497526.0,276050277.0,67410.0,812654.0,607781.0,108094.0,,91026.0,70178.0,23786.0,,166175.0,,26360256.0,6121458.0,0.091,,48.2,0.08,0.86,0.1,,,0.77,3,0.08,0.018,3868.0,,3,3,159759.57142857142,0.7700000000000001,0.09671428571428572
374,2021-01-29,US,,,0,,,iso1:us,25973835.0,436794.0,28647623.0,277750121.0,67410.0,811394.0,601446.0,104410.0,,91210.0,69827.0,23121.0,,164615.0,,27690838.0,6588088.0,0.089,,47.0,0.09,0.85,0.1,,,0.77,3,0.084,0.02,3600.0,,3,3,155909.57142857142,0.7685714285714286,0.09485714285714285
375,2021-01-30,US,,,0,,,iso1:us,26107635.0,439435.0,28769942.0,279071175.0,67410.0,808386.0,580934.0,100899.0,,90331.0,68151.0,22707.0,,133800.0,,28436030.0,6816132.0,0.087,,45.6,0.09,0.85,0.1,,,0.75,3,0.086,0.021,2641.0,,3,3,151035.7142857143,0.7657142857142857,0.093
376,2021-01-31,US,,,0,,,iso1:us,26221430.0,441299.0,28858996.0,279930266.0,67410.0,803529.0,566337.0,99455.0,,89879.0,66974.0,22502.0,,113795.0,,28754956.0,6932728.0,0.086,,44.9,0.09,0.85,0.1,,,0.75,3,0.087,0.021,1864.0,,3,3,148767.0,0.7642857142857142,0.09114285714285715
377,2021-02-01,US,,,0,,,iso1:us,26363284.0,443249.0,28948694.0,280874772.0,67410.0,755554.0,532168.0,97752.0,,89732.0,66506.0,22229.0,,141854.0,,29469209.0,7455573.0,0.084,,44.2,0.09,0.84,0.1,,,0.74,3,0.089,0.022,1950.0,,3,3,146663.85714285713,0.7614285714285715,0.08928571428571429
378,2021-02-02,US,,,0,,,iso1:us,26478540.0,446860.0,29067232.0,282390193.0,67410.0,758805.0,554936.0,97065.0,,90042.0,68148.0,21765.0,,115256.0,,30403352.0,8108290.0,0.082,,42.7,0.1,0.84,0.1,,,0.76,3,0.092,0.024,3611.0,,3,3,141609.2857142857,0.7599999999999999,0.08742857142857142
379,2021-02-03,US,,,0,,,iso1:us,26598723.0,450703.0,29194923.0,284134786.0,67410.0,810553.0,599106.0,95867.0,,89962.0,68212.0,21403.0,,120183.0,,31638362.0,8896519.0,0.08,,41.2,0.1,0.84,0.1,,,0.76,3,0.095,0.027,3843.0,,3,3,136525.42857142858,0.7571428571428572,0.08557142857142856
380,2021-02-04,US,,,0,,,iso1:us,26724359.0,455820.0,29324675.0,285938023.0,67410.0,809873.0,598489.0,93083.0,,90169.0,68102.0,20870.0,,125636.0,,32993222.0,9756335.0,0.077,,39.4,0.1,0.83,0.1,,,0.76,3,0.1,0.029,5117.0,,3,3,130734.14285714286,0.7557142857142857,0.08357142857142856
381,2021-02-05,US,,,0,,,iso1:us,26853860.0,459390.0,29448971.0,287647014.0,67410.0,808180.0,594160.0,90485.0,,89931.0,67834.0,20352.0,,129501.0,,34318986.0,10658190.0,0.075,,37.9,0.11,0.83,0.1,,,0.75,3,0.104,0.032,3570.0,,3,3,125717.85714285714,0.7528571428571429,0.08157142857142856
382,2021-02-06,US,,,0,,,iso1:us,26958807.0,462052.0,29547183.0,288882085.0,67410.0,804983.0,578149.0,87219.0,,89420.0,66603.0,19861.0,,104947.0,,35156776.0,11056716.0,0.073,,36.7,0.11,0.83,0.1,,,0.74,3,0.106,0.033,2662.0,,3,3,121596.0,0.7514285714285716,0.07957142857142858
383,2021-02-07,US,,,0,,,iso1:us,27046088.0,463353.0,29619736.0,289637749.0,67410.0,798987.0,561481.0,85836.0,,89130.0,64897.0,19375.0,,87281.0,,35432546.0,11203845.0,0.073,,35.5,0.11,0.82,0.1,,,0.73,3,0.107,0.034,1301.0,,3,3,117808.28571428571,0.7485714285714286,0.07771428571428572
384,2021-02-08,US,,,0,,,iso1:us,27139070.0,464936.0,29696753.0,290607810.0,67410.0,752246.0,527731.0,83641.0,,88933.0,64605.0,19326.0,,92982.0,,36245590.0,11862330.0,0.071,,33.4,0.12,0.82,0.1,,,0.73,3,0.109,0.036,1583.0,,3,3,110826.57142857143,0.7471428571428572,0.07585714285714286
385,2021-02-09,US,,,0,,,iso1:us,27235460.0,468106.0,29797385.0,292203607.0,67410.0,759815.0,553559.0,83383.0,,89541.0,66747.0,18927.0,,96390.0,,37256485.0,12704760.0,0.069,,32.6,0.12,0.82,0.1,,,0.75,3,0.112,0.038,3170.0,,3,3,108131.42857142857,0.7457142857142858,0.074
386,2021-02-10,US,,,0,,,iso1:us,27330435.0,471360.0,29889267.0,293756018.0,67410.0,809036.0,598828.0,80995.0,,89629.0,67150.0,18315.0,,94975.0,,38449938.0,13679969.0,0.067,,31.5,0.13,0.83,0.1,,,0.75,3,0.116,0.041,3254.0,,3,3,104530.28571428571,0.7442857142857143,0.07214285714285715
